Course Name,Timestamp,Rating,Comment
Econometrics and Statistics for Business in R & Python,2020-03-06 23:13:43+00:00,5,"Fantastic course, from start to finish. Good pace and concepts clearly explained"
Econometrics and Statistics for Business in R & Python,2020-03-18 12:43:13+00:00,5,The course is really addressing real-world problems with current analytical tools which makes it easy to follow and to understand. Very good methodology !
Econometrics and Statistics for Business in R & Python,2020-03-18 21:11:52+00:00,5,Really good! I really enjoyed the new material!
Econometrics and Statistics for Business in R & Python,2020-03-20 11:24:32+00:00,5,"Wonderful course, excellent instructor, easily reachable, always ready to help students, he knows what he is doing, and with useful applications for the real life. Without doubt, one of the best instructors in Udemy
Antonio"
Econometrics and Statistics for Business in R & Python,2020-03-21 09:51:44+00:00,5,"Diogo is truly a remarkable teacher. The pace of the course has been spot-on so far. Coming from a background of some basic/average understanding I didn't feel like the intro section was too slow and I ended up following it to jog up my memory. The problem sets and case studies are well structured and relevant for obtaining the skillsets that I will use in my current job position.

Diogo has added quite a number of interesting real life usable cases to this course which I found highly helpful! Keep up the good work!"
Econometrics and Statistics for Business in R & Python,2020-03-22 22:18:18+00:00,5,"Buen curso, te ayuda a comprender las diferentes formas de hacer un análisis econométrico. Una buena opción para  comprender y aprender sobre el tema"
Econometrics and Statistics for Business in R & Python,2020-03-28 18:36:55+00:00,5,"I really like the easy going approach of this course and how, from the start of each section, I am can understand where I can apply what I am learning."
Econometrics and Statistics for Business in R & Python,2020-04-02 22:22:41+00:00,4.5,"Really applicable for progression in subject matter, still in the midst of course. Instructors effects shine in offer'n different paths."
Econometrics and Statistics for Business in R & Python,2020-04-03 08:54:47+00:00,5,"Course is suited to my expectations. I can see the relations of Econometrics methods explained in course with real business analysis. Also, detailed explanation of R-coding is huge advantage, allowing to kill two birds with one stone.
Thanks for the course!"
Econometrics and Statistics for Business in R & Python,2020-05-30 12:56:45+00:00,5,This is really one of the most useful courses about Econometrics that one can find on the web. Really good job Diogo!
Econometrics and Statistics for Business in R & Python,2020-06-11 08:19:35+00:00,5,"The intuition sets the tone and theoretical background and makes it easy to understand the application and steps. 
The videos are precise and straight to the point as an Economist I was able to grasp the coding aspect of econometrics."
Econometrics and Statistics for Business in R & Python,2020-06-14 06:58:07+00:00,5,"The course is amazing, and have practical examples. Some of these techniques can directly be plugged in real world scenarios. Have tried hard before to learn differences in difference technique, however I failed to learn from internet. Diogo definitely set the context right and helped developing intuition. I'm definitely going to use some of these techniques in my day to day work. Looking forward for more such courses."
Econometrics and Statistics for Business in R & Python,2020-06-27 05:09:22+00:00,5,"This course is simply the best econometrics course out there. Diogo knows what he is doing, real life case studies, no nonsense theories and complications. I highly recommend this course.
But including some math could've been great, maybe adding some formulas as papers in the next update will be GREAT. Thank you Diogo for the amazing course, waiting for more !"
XGBoost for Business: Machine Learning Course in Python & R,2020-07-05 15:25:48+00:00,5,Great walkthrough of XGBoost in Python.
Econometrics and Statistics for Business in R & Python,2020-07-07 21:27:51+00:00,4,"The course was good but a bit basic in the sense that a lot of the functions/methods used are not deeply explored so modifying them to different need might be hard.
Also, some of practical cases were not that interesting, like the chicken and egg. Usage of sources of free online data would be much better (like the stocks library). And it might worth considering giving exercise to be solved alone (with solutions).
Finally, I believe that the assumptions in the heart of the techniques should be stressed more, perhaps with an example of why the analysis is wrong if the assumption fails. Repeating some of the theoretical statements during the coding can help too.

Thanks for everything!"
Econometrics and Statistics for Business in R & Python,2020-07-10 16:00:56+00:00,4.5,Easy to understand and he will let you know what you need to learn if you want to go deeper.
XGBoost for Business: Machine Learning Course in Python & R,2020-07-15 01:20:24+00:00,5,"As usual Diogo makes complicated stuff simple, by usual i mean not only udemy courses but even youtube python and R tutorials. 
The sequence and division of the course is really amazing, made it easier to digest."
Econometrics and Statistics for Business in R & Python,2020-07-15 09:07:00+00:00,4,Really good and accessible for everyone!
XGBoost for Business: Machine Learning Course in Python & R,2020-07-18 16:18:37+00:00,5,This is the second course I take that Diogo created and I really like how he explains concepts. What I also think is great are the bite sized videos.
XGBoost for Business: Machine Learning Course in Python & R,2020-07-23 07:46:08+00:00,5,"This is my second course with Diogo and I must say that am more than happy to have taken it. As a data analyst that is slowly getting into the world of ML I really needed an introductory course and this did the job perfectly. Diogo is well structured and the course is very easy to follow and most importantly the practical part is something that is applicable to what I am currently working on and what my professional development will be. Highly recommended!
EDIT:
Have recently rewatched some of the videos to refresh my memory on the subject because of a project I am working on at work. Helped quite a bit!"
Econometrics and Statistics for Business in R & Python,2020-07-25 14:16:14+00:00,4,"It was. A nice course format, but need more details about causal inference models."
XGBoost for Business: Machine Learning Course in Python & R,2020-08-01 18:04:46+00:00,3.5,It shows a whole piple line of how to implement XGBoost. It was ok if you're a beginner :)
Econometrics and Statistics for Business in R & Python,2020-08-04 12:15:44+00:00,5,"great course, especially if you are not that good with R or python yet. If you are, you can easily skip the ""easy"" parts. Very practical & hands-on with good explanations of what is really important, without focusing much on the whole math behind the packages."
XGBoost for Business: Machine Learning Course in Python & R,2020-08-06 17:27:28+00:00,4,Thank for the course . Is short and clear . I would have expected a regression case also.
Econometrics and Statistics for Business in R & Python,2020-08-17 17:24:19+00:00,5,"Great start, brilliant that he includes R and Python into one course!"
XGBoost for Business: Machine Learning Course in Python & R,2020-08-25 10:56:23+00:00,4.5,Great.
Econometrics and Statistics for Business in R & Python,2020-09-01 02:11:21+00:00,5,Amazing Course!!!
Econometrics and Statistics for Business in R & Python,2020-09-29 04:43:49+00:00,4.5,Great.
XGBoost for Business: Machine Learning Course in Python & R,2020-10-05 11:52:49+00:00,5,"Amazing course - nice step by step guide for xgboost, not too much mathematical explanation, just the ones you need and easily explained. Very hands on. And I love that the videos are so short, in snack-size!"
Econometrics and Statistics for Business in R & Python,2020-10-09 15:49:32+00:00,5,"Wow, such a brilliant course! Beautiful content, real examples, and amazing feedback whenever I had questions! I especially loved the set up of putting each area into context with real life examples, then discussing the model process, then doing the coding. Very nice to follow! Each video was short and sweet - perfect for doing a bit here and there, without feeling daunting that you need to commit to spending an hour on the course at a time! Following the coding was very straightforward and easy, I really appreciated the repetition of ""this is how you install a package"" because it really reinforced my learning, and was always something I'd forget. 
The only things I feel could be improved, and I'm being very picky here, were the speed of some of the videos (although you can 'speed' them up!), and perhaps adding a bit more customisation to the output visualisations"
Econometrics and Statistics for Business in R & Python,2020-10-10 16:47:47+00:00,5,Great course. It's relatively easy to follow and full of practical examples.
Econometrics and Statistics for Business in R & Python,2020-10-19 21:44:21+00:00,5,"I have not seen another course like this. The focus is on solving problems, not the underlying mathematics.  Dogio talks through the details in small steps from concept to working code.  He covers a lot of ground but you can always use the code to drill down further.  This course is worth it for the CausalImpact example alone but it covers much more than just that.  Covering both R and Python is a good bonus too. I am looking forward to more courses like this."
Econometrics and Statistics for Business in R & Python,2020-10-22 13:08:52+00:00,5,Great course. Totally worth the money. The concepts are very well explained and the implementation of causal inference techniques covered in this course is really tough to find elsewhere on the internet.
Regression Analysis for Business Managers in Python and R,2020-10-24 14:54:04+00:00,5,"A really pleasant way to get up to speed quickly. Learning through watching and doing is certainly much better than reading a text book.  The examples are pitched from a business perspective and so are really motivating.  This course is clear, well delivered and relevant."
Regression Analysis for Business Managers in Python and R,2020-10-27 13:24:00+00:00,3,"very basic even for beginner ( R2 ?, MAE , RMSE )"
Regression Analysis for Business Managers in Python and R,2020-10-31 19:40:44+00:00,5,"Diogo thank you again for such a knowledge. i needed a refresh for linear regression with python and yet started by R. Yes you did a great job again ! 
Even having a Mathematical part will even make it helpful for students as well."
XGBoost for Business: Machine Learning Course in Python & R,2020-11-01 19:02:37+00:00,5,"This course is really great!
I was looking for a course that gives me deeper understanding in logistic regression based ML models. Unfortunately most of the courses on machine learning try to explain all models but rather on a high level. This course shows how to solve a problem end-to-end by going through the algorythm and some optimization iterations step by step.
Cross Validation and Hyperparameter Tuning are also two important parts of this course that made it so valuable for me.

Maybe tow points for improvement: Some important topics such as evaluation metrics, when to choose which one and how to optimize the model for the chosen one would make the course even more valuable. Also I would be very interested in understanding when it is time to retrain the model and whether you would then apply again hyperparameter tuning or not.

All in all: Great course that allows quick progress for beginners like me."
Regression Analysis for Business Managers in Python and R,2020-11-02 21:28:18+00:00,5,Halfway through. Fantastic course so far!
Econometrics and Statistics for Business in R & Python,2020-11-05 11:37:43+00:00,5,The way Diogo explained the difference between life expectancy between smokers and non smokers was very clear.
Regression Analysis for Business Managers in Python and R,2020-11-06 17:57:32+00:00,5,Diogo is a great teacher. Plain and simple. This is my second course with him and I can now say that I'm a big fan of his style. He is easy to follow and explains things in a very down to earth kind of way. I was intrigued by the potential findings that we could conclude on this subject and that's what was my main driver throughout the course. Keep up the good work!
Regression Analysis for Business Managers in Python and R,2020-11-11 19:11:48+00:00,5,Really amazing course with extremely relevant content! Loved the entire setup where you could directly apply the knowledege in a realistic setup. Highly recommended!
Econometrics and Statistics for Business in R & Python,2020-11-14 14:54:14+00:00,4.5,The pace is good. Ideal for students that are not yet that comfortable with the programming languages used.
Econometrics and Statistics for Business in R & Python,2020-12-12 16:38:10+00:00,5,So far the class is great for someone wanting to learn econometrics and how to apply it in R
Regression Analysis for Business Managers in Python and R,2020-12-13 21:14:48+00:00,5,It is really good. Well structured and easy to follow. Excellent course
Regression Analysis for Business Managers in Python and R,2020-12-15 06:21:51+00:00,4,"Good overall explanation of what the course will cover
Good to know where you cannot use regression analysis 
XG boost was explained but what is Random forest 

Python installation is before R, but in video you say “similar to R installation”

There were no steps to install R for Mac

As I had no idea about linear and logistic regression I had to view the videos multiple times and also refer to other sources to get few doubts cleared.

Over all I feel the course isn't suitable for a complete beginner like me, but for someone who knows a little bit about these topics"
Forecasting Models & Time Series Analysis for Business in R,2020-12-18 20:44:57+00:00,5,Diogo is a top instructor.  I got this course as soon as I was notified of its existence. Looks good so far.  Facebook Prophet model runs nicely.  Great high level overview and hands-on examples that you can run immediately.
Forecasting Models & Time Series Analysis for Business in R,2020-12-19 11:10:26+00:00,5,"Having gone through half the Time Series Forecasting Models in R course by Diogo Alves de Resende let me put on record my assessment of it so far. Main positive points: 1 – Videos / expositions are all very much to the point, clear and short (<= 10 min, not of the tiring 45 min – 1 hour sort); 2 – Thorough presentation of the applicable R code (in one instance it didn’t work for me and I wrote Diogo about it – his reply, which solved the problem, came back almost immediately, and it was on a Saturday!); 3 – Extremely practical, providing enough theory/background to understand and apply the method (Holt-Winters up to now) without going into lengthy abstruse discussions and showing how R can automatically handle issues so as to avoid tiresome and error-prone coding. No negative points of any relevance. I certainly look forward to the second half of the course confident it will be very instructive and useful. Very good job, Diogo! – Vernon Kohl, São Paulo, Brazil"
Econometrics and Statistics for Business in R & Python,2020-12-21 18:38:35+00:00,4,quite interesting. But the speaker should explain everything a bite better. He tends to rumbles on the same issue without considering that the issue treated in the course is quite difficult to understand.
Econometrics and Statistics for Business in R & Python,2020-12-23 09:16:22+00:00,5,"Excellent coverage, delivery and clear and direct direction to the point. I like the way of organizing your training thoughts  from uses,  intuition and tutorial. This allows learners to trace the purposes, benefits and know how of each method.  Immediate response is another amazing pillar with Diago courses. Congratulation!"
Econometrics and Statistics for Business in R & Python,2020-12-29 09:46:40+00:00,4.5,"Haven't completed the course yet. However, explanations are pretty well in the Propensity score matching part. Seems more in less!
Well done, Diogo!"
Forecasting Models & Time Series Analysis for Business in R,2020-12-29 10:10:33+00:00,5,A well thought-through course that is perfectly challenging for someone who has some idea on the subject and wants to further their knowledge. This was a recommendation from a colleague from work and I must say for a good reason. Keep up the good work!
XGBoost for Business: Machine Learning Course in Python & R,2020-12-29 21:13:07+00:00,5,Great course! Thanks! Looking for something like this for so long in Russian educational platforms. Nothing =( Was forced to learn English. Didn't regret this choice
Forecasting Models & Time Series Analysis for Business in R,2020-12-30 12:58:21+00:00,5,Great course to really get your hands dirty and very easy to listen to! Also I had a sligt issue installing R and had an imediate response from Diogo!!!
Regression Analysis for Business Managers in Python and R,2021-01-01 16:24:43+00:00,5,"I have gone through most of this course. Being a student of economics myself and as someone learning analytics, this course not only helped me grasp the concepts of Regression, but also helped me connect the dots between my classroom topics and practical application."
XGBoost for Business: Machine Learning Course in Python & R,2021-01-04 17:50:35+00:00,4.5,yes love it
Econometrics and Statistics for Business in R & Python,2021-01-06 15:13:12+00:00,5,Excellent course. The instructor walks you through each example with lots of details. If you are looking to learn R or Python as a Data Analyst or Data Scientist this is a great course.
Regression Analysis for Business Managers in Python and R,2021-01-06 20:54:26+00:00,4.5,Great course with explanations and step by step tutorial!
Econometrics and Statistics for Business in R & Python,2021-01-13 19:35:51+00:00,5,Great tutor and valuable information
Forecasting Models & Time Series Analysis for Business in R,2021-01-16 15:08:37+00:00,5,"I enjoyed the course, with good practical examples, and well explained. It is always my pleasure to attend a course having Diogo as instructor. Definitely, he needs to prepare a more advanced course for forecasting models. He was ready to help students, and with extremely good feedback. I love him as instructor. Well done Diogo, see you in another course."
XGBoost for Business: Machine Learning Course in Python & R,2021-01-21 23:43:02+00:00,5,Si
Regression Analysis for Business Managers in Python and R,2021-01-23 00:32:38+00:00,5,Clear and very well organised.
Regression Analysis for Business Managers in Python and R,2021-01-23 08:42:56+00:00,5,Great course again! Not only did I learn about regressions but also about common business problems such as pricing and churning. Its great to see how the theory is applied to a real problem and how to interpret the results in a way it can but used for actions!
XGBoost for Business: Machine Learning Course in Python & R,2021-01-26 10:46:44+00:00,5,The course was really useful in breaking down how xgboost function works. On top of that Diogo was swift in his response to my query around regression examples going out of his way to offer the additional examples. Would recommend to anyone interested in learning xgboost.
Forecasting Models & Time Series Analysis for Business in R,2021-01-27 21:50:13+00:00,5,"Diogo is an exceptional trainer. The course is explained in details and with great examples to practice. Moreover, he worked based on the feedback from his students and added valuable information such as scientific papers to encourage us to keep learning. I highly recommend this course to anyone who wants to deepen the knowledge in Econometrics and R."
Econometrics and Statistics for Business in R & Python,2021-02-12 09:37:32+00:00,1,Information is under-explained and messy.
Forecasting Models & Time Series Analysis for Business in R,2021-02-15 14:42:32+00:00,5,Great teaching style. Very easy to follow!
Regression Analysis for Business Managers in Python and R,2021-02-18 00:18:14+00:00,5,"Diogo is an excellent instructor. He provides great examples and explains everything in detail, in a way that is so easy to understand. I recommend this course to anyone who has some Statistics knowledge and wish to depend the knowledge in R and Python."
Forecasting Models & Time Series Analysis for Business in R,2021-02-24 18:06:10+00:00,5,"Great Intructor, he is very organized. The content is presented with cases. This is my second course, and I will probably buy new courses if he offers in the future."
Forecasting Models & Time Series Analysis for Business in R,2021-02-24 22:10:58+00:00,5,"This course is amazing! I highly recommend it to everyone who is interested in time series analysis. It is easy to follow and i would say even quite entertaining! Moreover, you can easily adapt codes to your own data set. Diogo is very helpfull and quick to respond. And what i really liked that Diago not only shows the codes, but also explains each line, plus refreshes your knowledge of econometrics! Looking forwards to other Diogo's courses! Many thanks for this one!"
Forecasting Models & Time Series Analysis for Business in R,2021-03-01 03:57:41+00:00,5,One of the most useful classes I've encountered on Udemy.
Forecasting Models & Time Series Analysis for Business in R,2021-03-15 17:44:42+00:00,5,"The instructor is tremendously clear and succinct. I did this course after an elementary one on Time Series Analysis because I had no prior knowledge on the topic, and it worked pretty well for me. I definitely recommend this course if you wanna become familiar with time series forecasting."
Econometrics and Statistics for Business in R & Python,2021-03-23 19:49:10+00:00,5,"The trainer is amazing person. Not only he teaches well, but afterwards he is always available to reply to any query one might have. Even follow up queries are patiently answered. Continue the good work, Diogo!!"
Data Mining for Business Analytics & Data Analysis in Python,2021-03-30 09:53:26+00:00,5,"So far, I skimmed through the first chapters of Diogo’s class and once again I’m impressed by how clear and precise he is able to explain complex subject matter. Great content, great teacher. Can only recommend"
Data Mining for Business Analytics & Data Analysis in Python,2021-03-31 15:25:42+00:00,5,"I ran through the attack and intro of all sections. I can say all concepts are well taught and tell when and why it is used . 
The programming parts are well structured and easy to follow, it is the instructor's way. Can be seen in his YouTube channel as well.

The instructor breaks complicated topics into pieces, which make it possible to build complex models for tasks in work.

Another great course (Y)"
Data Mining for Business Analytics & Data Analysis in Python,2021-04-10 18:16:39+00:00,5,I had no prior knowledge of the matter. But Diogo explained all contents etremely clear and as always has great examples that really help you to understand what is happening. Highly recommended!
XGBoost for Business: Machine Learning Course in Python & R,2021-04-12 15:02:59+00:00,3.5,"After implementing many random forest models, I searched new and potentially better methods and I found this course.This course gives you a very good start if you familiar with the basics of machine learning and want to learn the basics of XGboost.
Some ideas and recommendations about setting the ideal or rule of thumb values of hyperparameters would be appreciated.
The results interpretation part was very useful to me.
Thank you for the course!


Do you have any information whether iml package in R works with xgboost models? I created partial dependence plots for randomforest models but i am not sure how to do it with xgboost."
XGBoost for Business: Machine Learning Course in Python & R,2021-04-13 23:26:46+00:00,5,Brilliant ! The parameters tuning part is so replicable and really well explained. It gives some sense to all the metrics we see on most ML models.
Data Mining for Business Analytics & Data Analysis in Python,2021-04-15 10:19:55+00:00,5,"Got into this with little to no expectations but Diogo managed to get me interested and involved. Great pace, great level of detail. Didn't have many ""Wait what?"" moments which is good. I'm half way through the course now and will update my rating if I have any complaints but so far so good! Keep up the good work!"
Data Mining for Business Analytics & Data Analysis in Python,2021-04-18 12:37:47+00:00,5,One of the most detailed courses on Data Mining I went through so far on Udemy!
Regression Analysis for Business Managers in Python and R,2021-04-20 10:45:39+00:00,4.5,Amazing and interesting course. I could finish the course in 2 days. It is very useful course for beginners. Amazing mentor. Loved the way of teaching. Thank you Diogo for this course.
Econometrics and Statistics for Business in R & Python,2021-05-10 10:40:58+00:00,5,"I really enjoyed this course and would highly recommend it!
It taught me a lot of techniques that will definitely enhance my everyday work.
Course is very well structured with a lot of real life case studies and practical part covered in both Python and R. Also, Diogo is an amazing teacher. His explanations are very clear and straight to the point, which makes it easy to follow even if you’re an absolute beginner. He provides enough theory to really understand each concept without overcomplicating it with unnecessary details. 
Great job!"
Data Mining for Business Analytics & Data Analysis in Python,2021-05-10 17:51:34+00:00,5,"This is the second Diogo’s course that I’ve done and, again, he managed to impress me with the quality of the content. Course covers a lot of exciting data mining techniques with an interesting examples. Explanations are detailed, but Diogo makes it easy to follow. Additionally, he provides cool challenges and a lot of material to further investigate the topics. Highly recommended!"
Forecasting Models and Time Series for Business in Python,2021-05-18 12:47:04+00:00,5,Exceed my expectations! The topics are challenging but the teacher created an atmosphere where difficult concepts are being explained thoroughly using the laymen's language.
Forecasting Models and Time Series for Business in Python,2021-05-18 20:46:57+00:00,5,Fantastic course!
Econometrics and Statistics for Business in R & Python,2021-05-25 04:04:50+00:00,4.5,"Made it very easy to follow and was direct to the point. However, I wish he would go a bit more in depth in the exercise on how to interpret the results and what we want the outcomes to be and how they make sense based on pervious steps."
Regression Analysis for Business Managers in Python and R,2021-05-30 20:02:16+00:00,3.5,"Step by step introductory course on the basics of linear regression using Python, but I really wished it would go deeper or with more examples than the mere basics - specially for people already used to Linear Regression models in other tools."
Econometrics and Statistics for Business in R & Python,2021-06-02 13:51:45+00:00,4,"Much better course than the regression for business one. To use famous papers as examples is a great idea. Still, much to be improved. Things are still missing, namely in depth summaries for students not used to econometrics, restrictions on how one should use each model  for and when they shouldn't. I would also end every section with an in depth view of the output of the model and the interpretation / operational or public policy conclusions that the decision maker should make - Something easy when using economics papers as guidelines. And I wouldn't do it directly from the Spyder screen, but on PPT, like the intro sections. Would recommend the professor to see the 365 course on Credit models, to see how he can explain both model characteristics, limitations and outputs easily without hurting the flow. 

Would support a second course on intermediate/advanced Econometrics on Python. There is barely any courses for trained economists coming from R or Stata who need to use Python, but I do believe the professor is able to increase the depth by adding new models, examples and case studies in the future."
Forecasting Models and Time Series for Business in Python,2021-06-02 18:22:54+00:00,5,Yet another course where Diogo manages to capture an extremely relevant topic in just the right way. Easy to follow and highly recommended for anyone interested in the topic
XGBoost for Business: Machine Learning Course in Python & R,2021-06-06 22:18:08+00:00,5,"Excellent, just what I was expecting. Something vital for my job. Thanks!"
Econometrics and Statistics for Business in R & Python,2021-06-08 20:11:01+00:00,5,Great so far and learning a lot. I love that it shows how to do it in both R and Python.
XGBoost for Business: Machine Learning Course in Python & R,2021-06-10 06:28:55+00:00,4.5,Generally well detailed course for someone to understand XgBoost from beginning..
Forecasting Models and Time Series for Business in Python,2021-06-10 13:35:40+00:00,5,"The course was filled with various forecasting models and showed how to use them!  The only suggestion would be to add more depth on the parameters/features that a forecaster might focus on to tweak the model.  Fortunately, he dives into that - just wanted a bit more depth.  This course was amazing!  Thank you!"
Forecasting Models and Time Series for Business in Python,2021-06-10 19:29:28+00:00,5,"I have taken couple of courses by this instructor - Econometrics, and Time series (this course). It is amazing and refreshing to see how he manages to convey the essence of the topic and its practical implementation in programming, without making the lectures too long. 
And I have liked that he is always quick to resolve  queries and doubts on lectures. 
Continue the good work!! You make learning interesting."
Forecasting Models and Time Series for Business in Python,2021-06-12 05:28:13+00:00,5,Knowledgeable instructor + great content that is easy to follow. And last but not least - the methodology of teaching is excellent.
Forecasting Models and Time Series for Business in Python,2021-06-17 00:39:37+00:00,5,"Amazing course, excellent teaching. The instructor has mastery of the subject and pass it easily.
Congratulations!"
Forecasting Models and Time Series for Business in Python,2021-06-17 21:30:23+00:00,3,"Did not talk about making the seris stationary, did not talked about tuning the parameters which I consider important for HW, TBATS and SARIMAX."
Data Mining for Business Analytics & Data Analysis in Python,2021-06-19 18:37:48+00:00,5,"This is clearly your best course. At a high level, with material not so easy to find elsewhere. Great! Hopefully the author can follow with more advanced courses, such as replicating actual advanced econometrics techniques directly from recent papers, that can be used by data scientists today, instead of the vanilla techniques.  Would look up to it!"
Forecasting Models and Time Series for Business in Python,2021-06-19 19:17:54+00:00,3,voice can be more clear
Forecasting Models & Time Series Analysis for Business in R,2021-06-21 11:09:09+00:00,5,Yes. It has relevant case study and examples.
Forecasting Models & Time Series Analysis for Business in R,2021-06-27 14:47:09+00:00,5,So far so good
Forecasting Models and Time Series for Business in Python,2021-07-05 03:12:31+00:00,5,"Very good course, thorough, hands on and well explained. Diago has done a good job explaining all the concepts well."
Regression Analysis for Business Managers in Python and R,2021-07-05 19:40:18+00:00,5,"Completed a great course on Linear and Logistic Regression analysis using #python3 , very practical explanation & the teacher takes great care in explaining coding via step by step instructions to beginners."
Forecasting Models & Time Series Analysis for Business in R,2021-07-08 20:46:03+00:00,5,"This course was an absolute life saver. I have used numerous ML processes in Python but only to produce categorical or binary results. Suddenly I found myself needing to apply ML to time series data and all my existing models simply weren't designed to handle this kind of task.

Then I found this course and within 24 hours I was applying several of the models to real world business problems and generating immediate results. 

The information provided in this course is essential tool to any analytics toolkit and I highly recommend it!

5 Stars all day!"
Econometrics and Statistics for Business in R & Python,2021-07-10 07:09:48+00:00,5,"Diogo explains well, replies to the Q&A quickly, and his lectures are the right length and packed with useful information. I like how he codes in real-time and explains what he's doing and why he's doing it."
XGBoost for Business: Machine Learning Course in Python & R,2021-07-15 11:48:47+00:00,5,Clear explanation and to the point.
Data Mining for Business Analytics & Data Analysis in Python,2021-07-15 12:31:39+00:00,5,"Fantastic instructor, I love the way he explains everything, thanks a lot Diogo"
Econometrics and Statistics for Business in R & Python,2021-07-15 16:29:57+00:00,5,"it is bit difficult for me, but i love challenges."
Forecasting Models and Time Series for Business in Python,2021-07-24 05:43:50+00:00,5,"Very useful for forecasting, especially with regressors. The best thing is that if you have questions beyond this course, Diogo would be more than happy to help!"
Forecasting Models & Time Series Analysis for Business in R,2021-07-27 10:14:33+00:00,3.5,"The course helped me to extend my knowledge about time series forecasting. It has a good diversity of content and the theory is well explained.
In a few points I thing the course could be improved:
- I find that the definition of multiplicative and additive seasonality is a bit unclear. The advise seems to find it out by trial and error and define your choice depending on the final model output, if I got it right. Well, I wish to be possible to find out about the type of seasonality before running the model.
- All that copy-paste procedure causes some disorientation. I suggest you use a script template only for the part of loading and pre-processing the data, and the exporting part in the end. It is good practice to re-write the code of the rest of the script (i.e. the modelling and model training part). I think it helps with learning, and after all, they are just 5 models. 
- In the exercise statement of Neural Networks, when you ask for forecasting 4 periods, I thought you where talking about the period of a cycle (i.e. the season). So I have forecasted 16 quarters, since each cyclic period have 4 quarters. oss. to measure the period I've decomposed the time series and looked at the seasonal pattern.
Thanks for the course."
XGBoost for Business: Machine Learning Course in Python & R,2021-08-03 13:15:49+00:00,5,An excellent introduction to XGBOOST from a business perspective.
Forecasting Models and Time Series for Business in Python,2021-08-03 18:00:38+00:00,5,great tutorial with practice sessions.
Regression Analysis for Business Managers in Python and R,2021-08-04 09:26:40+00:00,4,"There are some concepts and applications that definitely require proper explanation, as to why it was done that way, or why a certain approach was taken. But overall a very nice experience.."
Forecasting Models & Time Series Analysis for Business in R,2021-08-14 02:38:47+00:00,4,We could use an explanation of the model in terms of the formula and how it functions in the background
Forecasting Models & Time Series Analysis for Business in R,2021-08-16 19:42:34+00:00,4.5,"Engaging content, a lot more to explore now!"
Forecasting Models & Time Series Analysis for Business in R,2021-08-24 04:51:10+00:00,5,Good job explaining what we will do.  Well organized files.
XGBoost for Business: Machine Learning Course in Python & R,2021-08-25 10:33:01+00:00,5,A great introduction to XGBoost powerful algorithm to be applied for many data science projects. A special mention for a comprehensive parameters tuning part I appreciate and a nice introduction to feature importance using Shapley values. Thank you Diogo for the efforts you put into this!
Forecasting Models and Time Series for Business in Python,2021-08-26 12:28:11+00:00,2,Concepts about the models are totally missing. Only python implementation so far
Forecasting Models and Time Series for Business in Python,2021-08-27 10:22:18+00:00,1,no proper explaination of any concepts
XGBoost for Business: Machine Learning Course in Python & R,2021-08-27 17:00:57+00:00,4,A bit simplistic but good as a starter
Data Mining for Business Analytics & Data Analysis in Python,2021-08-31 09:47:26+00:00,5,Good explanantions !!
Forecasting Models & Time Series Analysis for Business in R,2021-09-05 17:02:39+00:00,4.5,Very cleraly presented aims and objectives. Very good presentation of data to work with.
Data Mining for Business Analytics & Data Analysis in Python,2021-09-08 11:18:53+00:00,5,"Good depth in the course.
Learnt a lot from this course and would recommend for sure. Thank You. :)"
Econometrics and Statistics for Business in R & Python,2021-09-14 01:11:19+00:00,3.5,"I really like the explanations, only that I would like explanations a little bit more dynamic, but I think it's not so  important."
Forecasting Models & Time Series Analysis for Business in R,2021-09-26 08:28:21+00:00,5,"Am over half way through and have seen enough to give it 5 stars. I have some knowledge of R, have completed some simple ML projects with Caret and was looking at an introduction to Time Series Forecasting.

This course is pegged at the right level and (contrary to some other reviewers), I like the code  template approach very much  for 2 reasons  - resusability of code for future and reinforcement of concepts, with a standard framework used. Look forward to completing the course shortly!"
XGBoost for Business: Machine Learning Course in Python & R,2021-10-06 14:56:26+00:00,3,"more explanation for hyperparameters, maybe later he will cover it"
Econometrics and Statistics for Business in R & Python,2021-10-08 21:22:35+00:00,4.5,Good explanation!!
Econometrics and Statistics for Business in R & Python,2021-10-10 11:06:45+00:00,5,A fantastic introduction to the concepts. Well explained with a lot of code coverage. It really encouraged me to explore R and causal analysis further.
Forecasting Models and Time Series for Business in Python,2021-11-07 14:05:05+00:00,5,I am very grateful for this course. It's one of the most practical trainings I did on udemy. I was looking for a complex training on Forecasting and this course includes many methods that are easy to apply and adjust for a user needs. To be honest I don't know how would I cope with new responsibility I got at my work if this course didn't exist. Thank you very much. I will for sure check out your other courses and recommend it to anyone who is intrested in forecasting!
Forecasting Models and Time Series for Business in Python,2021-11-11 06:40:08+00:00,3.5,If it is more clear with covering all ways that we can perform a model then it will be good and useful.
Forecasting Models & Time Series Analysis for Business in R,2021-11-17 02:52:53+00:00,3.5,"Great explanations, very clear and concise. Probably could have improved more on the explanation for the parameters of each model, how they work,  and how to optimize them. I also got confused with some of the scripting, would have preferred to have the script at the beginning of each section so we can code along. Thank you."
Regression Analysis for Business Managers in Python and R,2021-11-20 20:10:11+00:00,4.5,Me pareció buen curos ya que que pone problemas reales.
