Course Name,Timestamp,Rating,Comment
XGBoost for Business: Machine Learning Course in Python & R,2021-11-24 21:04:52+00:00,5,Great Instructor. Very clear and easy to understand. He is a great communicator.
XGBoost for Business: Machine Learning Course in Python & R,2021-11-24 22:16:24+00:00,5,Si fue muy bueno reforzo mis conocimeintos sobre el algoritmo XGBOOST
Data Mining for Business Analytics & Data Analysis in Python,2021-11-25 08:53:37+00:00,4.5,"His is a great tutor. He simplified his codes, connected everything to real life case, gave extra resources to work with amongst others."
Forecasting Models & Time Series Analysis for Business in R,2021-11-28 16:33:12+00:00,5,"Just fantastic...

The most elegant and simple explanation to Time Series... Kudos!!"
Econometrics and Statistics for Business in R & Python,2021-12-15 00:11:03+00:00,4.5,To soon to tell if it will go above any expectations I may have had.
XGBoost for Business: Machine Learning Course in Python & R,2021-12-16 04:00:47+00:00,3,Too many spelling errors and grammatical mistakes on the powerpoint slides
Forecasting Models and Time Series for Business in Python,2021-12-16 10:33:42+00:00,3,content too simple and basic time series
Econometrics and Statistics for Business in R & Python,2021-12-27 15:16:25+00:00,4,So far its going good
Forecasting Models & Time Series Analysis for Business in R,2021-12-27 22:38:36+00:00,5,"Coming from under two years of forecasting with a start-up, we've only used the super basic models. Being able to understand five different models in a short time using R, I feel that using what I've learned from this course can help me forecast inventory levels in many different ways (along with the current way I'm doing forecasting), throwing everything into an ensemble and see how accurate the forecast would be."
Data Mining for Business Analytics & Data Analysis in Python,2021-12-28 22:05:04+00:00,4.5,"Excellent course for business applications in Python. That was main reason I have choosen it and I was very satisfied. My suggestion to the author is to improve part when one is interpreting the results. Not the SHAP part, this was very well explained, but the previous ones. Just spend some more time explaining meaning of the results. I believe it will increase value of knowledge you deliver."
Forecasting Models & Time Series Analysis for Business in R,2021-12-31 17:58:01+00:00,4,"It was a good course in general. I would have liked a little bit of more advanced material though. However, for a basic approach this course is definitely a good starting point."
Econometrics and Statistics for Business in R & Python,2022-01-06 08:52:59+00:00,5,"Nice videos, clear, well explained, and good pace"
Forecasting Models & Time Series Analysis for Business in R,2022-01-07 05:13:08+00:00,5,"Great content, quick response instructor, well explained materials"
Forecasting Models & Time Series Analysis for Business in R,2022-01-16 22:12:38+00:00,5,"I really enjoy how you take us through the help menu, and understand where to look to build our scripts. Also you go back through previous chunks of code to refresh what we have already done. Excellent course so far."
Forecasting Models and Time Series for Business in Python,2022-01-18 19:57:07+00:00,5,Excellent Course. Wonderful delivery and course content! One suggestion and feedback to Diogo -> It would be immensely helpful if you can include a LSTM RNN (like DeepAR) based section.
Forecasting Models and Time Series for Business in Python,2022-01-30 13:40:26+00:00,3.5,"Мне кажется, что слишком много времени уделено базовым вещам. Хотелось бы, чтоб в модуле озвучивалось, например, такое: ""Если вы знакомы с google colab, можете смело переходить к следующему модулю"""
Econometrics and Statistics for Business in R & Python,2022-01-31 18:43:02+00:00,5,"Outstanding course, very fast paced and really focused on applications. And the instructor is very kind and he answer the question really quickly. The only thing that I missed is more in depth theory, but I don't believe that's the course's purpose, therefore another course with more of it would be welcomed."
Forecasting Models and Time Series for Business in Python,2022-02-02 20:18:15+00:00,5,"The course is pretty straighforward and goes straight to the point. You code beside the tutor and in addition the code is well structured and delivered for your fast personal use.

Some constructive comments would be that the course should use bad/dirty data as in a real life case scenario, so we could learn how to clean it in a more detailed way.

However as in my case, if you have any questions, the tutor himself makes a great job at answering them and even goes a little further and delivers an example of his answer. 

Great course and would totally recommend!"
Forecasting Models & Time Series Analysis for Business in R,2022-02-07 11:17:49+00:00,5,I really like the course and the simple way of explanations with good examples. I want to write my master thesis about this topic and the course is a great way to start and improve my understanding
Econometrics and Statistics for Business in R & Python,2022-02-12 19:16:53+00:00,5,Awesome!  I didn't know about CHAID.
Data Mining for Business Analytics & Data Analysis in Python,2022-02-13 05:59:15+00:00,5,"Good course. Instructor did answer my questions quickly a few times. Thank you,"
Forecasting Models and Time Series for Business in Python,2022-02-22 17:16:33+00:00,5,Videos are clear and easy to apply to your own problem. Diogo also quickly responded to any questions I asked with details and side knowledge.  I really appreciate this course!
Econometrics and Statistics for Business in R & Python,2022-03-10 03:11:04+00:00,4,ok
Econometrics and Statistics for Business in R & Python,2022-03-10 22:20:09+00:00,5,"Great course. The contents are just as I expected. The teacher is very attentive, respectful and knowledgeable about what he's teaching. I highly recommend it for those interested in causal analysis and Propensity Score Matching/Analysis in general and wants hands-on learning with R and/or Python (you don't need to know econometrics)."
Econometrics and Statistics for Business in R & Python,2022-03-14 00:08:37+00:00,5,I am having a great experience with the class.  The instructor explains the material in a clear and concise manner.
Econometrics and Statistics for Business in R & Python,2022-03-14 07:24:22+00:00,5,Diogo explains everything super clearly and we can tell that he knows what he is talking about. Looking forward to seeing your next tutorials. Thanks a lot for this one (:
Forecasting Models & Time Series Analysis for Business in R,2022-03-16 03:58:40+00:00,4.5,"informative, concise"
Data Mining for Business Analytics & Data Analysis in Python,2022-03-18 16:40:57+00:00,5,"So far, so good. The pacing is just right. Easy to follow."
Forecasting Models and Time Series for Business in Python,2022-03-27 07:01:01+00:00,5,"Diogo is a very supportive instructor, always helper."
Forecasting Models and Time Series for Business in Python,2022-04-21 10:43:10+00:00,5,"Great Course, Diogo is always willing to answer the questions over his social media, highly recommended."
Forecasting Models and Time Series for Business in Python,2022-04-21 16:18:27+00:00,4.5,"Well-organized course structure, relevant course contents, and excellent communication skills."
Regression Analysis for Business Managers in Python and R,2022-04-28 00:57:12+00:00,5,"Outstanding course that not only explains the fundamentals, but teaches through doing real life examples in R and Python. Worth the time to take this well thought out course."
Econometrics and Statistics for Business in R & Python,2022-04-30 10:35:41+00:00,4.5,Easy accessible to everyone who wants to gain an economics and econometrics intuition. Well explained and delivered. Whish a more advanced course on Difference-in-Difference is available. 😊
Forecasting Models and Time Series for Business in Python,2022-05-08 02:01:41+00:00,5,"Great course, it was exactly what I had hoped for when I purchased it. If you're. consultant like me and you want to make your forecasting work easier this course is great for you."
Forecasting Models and Time Series for Business in Python,2022-05-15 02:22:09+00:00,5,"For me personally, Diogo's teaching style is right on track. It's quick, it's concise, and gets right to the point. It arms you with enough information to put into practice immediately. This course also provides enough familiarity with topics that one could easily pursue additional information independently when and if desired.

Thanks for the great course mate!"
Forecasting Models and Time Series for Business in Python,2022-05-15 07:26:13+00:00,5,Nice course material and explanation throughout
Econometrics and Statistics for Business in R & Python,2022-05-15 17:58:19+00:00,5,This met my expectations. He answered my question to my satisfaction.
Forecasting Models and Time Series for Business in Python,2022-05-18 22:43:28+00:00,5,Excellent cours!
Forecasting Models and Time Series for Business in Python,2022-05-21 09:05:45+00:00,5,"Easy to follow, great content"
Forecasting Models and Time Series for Business in Python,2022-05-24 08:12:59+00:00,5,"I likes his teaching style,very friendly voice."
Forecasting Models & Time Series Analysis for Business in R,2022-05-25 02:56:46+00:00,5,very interesting thanks
Forecasting Models and Time Series for Business in Python,2022-06-01 12:46:18+00:00,1,Explains just the superficial stuffs. Was looking for in-depth mathematical understanding on the models.
Forecasting Models and Time Series for Business in Python,2022-06-03 01:41:38+00:00,5,"Looks good so far, I think the introduction is good and the content relevant to what I want. I like the explanations and the demonstrations. These work great for me"
Forecasting Models and Time Series for Business in Python,2022-06-07 15:00:16+00:00,4,"All in all quit good. However, the reasoning of setting the parameters were mentioned not in a satifying way."
Forecasting Models and Time Series for Business in Python,2022-06-19 20:33:59+00:00,5,"This course is amazing, it made a lot of things clear to me in the regard of time series modeling. It goes from the very basic algorithms to the most advanced models with a perfect explanation and a perfect balance between theory and practice. :)"
Data Mining for Business Analytics & Data Analysis in Python,2022-06-21 14:53:24+00:00,5,"THANKS YOU SIR, THIS COURSE REALLY HELP ME A LOT."
XGBoost for Business: Machine Learning Course in Python & R,2022-06-26 00:48:50+00:00,5,"So far, the course is really practical. The tutorial is fairly in-depth and offers some important personal insights from the author. Highly recommended."
Forecasting Models and Time Series for Business in Python,2022-06-26 19:48:40+00:00,5,"meaningful , short , consice and easy to absorb lectures by diego! Fan of your courses"
Forecasting Models and Time Series for Business in Python,2022-06-27 18:48:49+00:00,4.5,"Buen contenido, completo y ameno"
Forecasting Models and Time Series for Business in Python,2022-06-30 01:11:04+00:00,5,"Thanks Diogo for delivering this course. The topics covered are very good and explained superbly. Your Q/A support is very helpful.
Currrently, none of the python implementation cover how to predict for future period i.e beyond test period. 
It would be a great if you bridge this gap."
Forecasting Models and Time Series for Business in Python,2022-06-30 05:38:39+00:00,5,"Well,  this is the first time a mentor or teacher shares a way to contact him directly."
Forecasting Models and Time Series for Business in Python,2022-06-30 15:10:50+00:00,5,"Just browsing the videos, I was able to get a really good synopsis of time series modeling, and even passed a first data scientist interview with that knowledge."
Data Literacy and Business Analytics for Business Leaders,2022-07-18 06:52:59+00:00,5,The animated videos are brilliant!
Data Literacy and Business Analytics for Business Leaders,2022-07-18 22:16:27+00:00,5,Very well explained! Clear concepts and easy to follow
Data Literacy and Business Analytics for Business Leaders,2022-07-20 19:39:00+00:00,5,"Diego always has great courses that explain complex concepts and systems. This class is no exception, and his use of animations kept me engaged the entire course. He uses relevant examples, and provides details which drive home his points. If you work with data regularly or are brand new to data, I'm sure you can get some use from the course."
Data Literacy and Business Analytics for Business Leaders,2022-07-21 07:55:33+00:00,5,"Super well explained and great content. Diogo is always super detailed while providing easy-going lectures, with good examples and exercises, and also replies super fast to doubts and questions in his Discord server."
Econometrics and Statistics for Business in R & Python,2022-07-23 14:15:15+00:00,3.5,It’s a decently structured course. Can be more interactive.
Forecasting Models and Time Series for Business in Python,2022-07-23 15:36:00+00:00,5,Accurate and complete!
Forecasting Models and Time Series for Business in Python,2022-07-25 08:11:18+00:00,5,Each topic of the course was very well explained.
Data Literacy and Business Analytics for Business Leaders,2022-07-25 10:16:45+00:00,5,x
Data Literacy and Business Analytics for Business Leaders,2022-07-26 14:23:17+00:00,5,Excellent presentation and knowledge on the subject. This is giving me clear ways to use this at work. Great lesson lengths to digest.
Forecasting Models and Time Series for Business in Python,2022-07-27 09:27:46+00:00,4,Course Structure is intuitive
XGBoost for Business: Machine Learning Course in Python & R,2022-08-01 12:27:06+00:00,5,Very clear and practical course. Was easy to follow and helped me to speed up the application of XGBoost in my own job. Congrats to the instructor.
Data Literacy and Business Analytics for Business Leaders,2022-08-02 15:10:37+00:00,5,Love the simple delivery of the concepts. Very engaging examples.
Forecasting Models and Time Series for Business in Python,2022-08-02 20:26:34+00:00,5,Amazing course for learning time series.
Data Literacy and Business Analytics for Business Leaders,2022-08-03 22:20:53+00:00,5,"Exceptional course explaining the basics through detailed understanding of how to use in daily business life and decision making.  Any decision can be made, but the confidence in making the best choice involves analytics and the ability to convey data to others your target audience.  Excellent material that is usable immediately.  This is how we gain the confidence in our decisions and grow our organization."
Data Literacy and Business Analytics for Business Leaders,2022-08-09 04:16:45+00:00,3.5,This is an additional learning for me since I never thought how wide the coverage of this topic.
XGBoost for Business: Machine Learning Course in Python & R,2022-08-09 12:24:41+00:00,5,For those who are not familiar with the implementation and presentation of the XGBoost and it's results will be greatly benefitted by this course
Data Literacy and Business Analytics for Business Leaders,2022-08-11 16:30:31+00:00,5,I love the animation! it explains well
Data Literacy and Business Analytics for Business Leaders,2022-08-12 10:47:44+00:00,5,Great Coarseware
Data Literacy and Business Analytics for Business Leaders,2022-08-15 09:50:33+00:00,5,Very insightful!
Econometrics and Statistics for Business in R & Python,2022-08-17 09:58:02+00:00,5,Boss explaining the main concepts for each analysis. Super useful for marketing and finance approach and most of all Diogo is really active on Discord and is willing to help and provide feedback on any doubts. Totally recommend the course!
Data Literacy and Business Analytics for Business Leaders,2022-08-18 14:48:02+00:00,3.5,"The course is practical and tends to put data analysis in perspective, although I 
 personally, am yet to grasp the Monty Hall Problem."
Data Literacy and Business Analytics for Business Leaders,2022-08-19 09:38:17+00:00,4.5,Thanks
Data Literacy and Business Analytics for Business Leaders,2022-08-21 18:18:05+00:00,4,"So far, so good."
Data Literacy and Business Analytics for Business Leaders,2022-08-24 15:22:58+00:00,5,I love the animation and the simple way it is explained
Forecasting Models & Time Series Analysis for Business in R,2022-08-27 14:56:03+00:00,5,"Excellent course, simple and effective speaker with indepth knowledge of R."
Forecasting Models and Time Series for Business in Python,2022-08-31 14:13:15+00:00,5,Yes. This is a nice course for forecasting
Forecasting Models & Time Series Analysis for Business in R,2022-08-31 15:03:31+00:00,4,The course is great.
Data Literacy and Business Analytics for Business Leaders,2022-08-31 18:51:21+00:00,4,so far
Econometrics and Statistics for Business in R & Python,2022-09-01 08:34:27+00:00,5,good
XGBoost for Business: Machine Learning Course in Python & R,2022-09-01 16:04:34+00:00,3.5,I want a deep dive into XGBoost concept
Data Literacy and Business Analytics for Business Leaders,2022-09-03 07:06:42+00:00,5,"Yes, I understand why data literacy is important now."
Forecasting Models and Time Series for Business in Python,2022-09-05 14:48:25+00:00,4,good
XGBoost for Business: Machine Learning Course in Python & R,2022-09-05 20:47:39+00:00,5,He really takes time to explain the concepts.
Forecasting Models and Time Series for Business in Python,2022-09-06 03:13:03+00:00,5,"I've been through a lot of Python courses and try to find practical time-series and put into actual work. This course is by far the best/most practical course I can find at Udemy. No BS concept, no boring equations, just simple put code to work."
Data Literacy and Business Analytics for Business Leaders,2022-09-06 16:39:18+00:00,5,"This course is a must for everyone who needs some guidance on how to efficiently read the data and communicate business needs derived from it. Diogo teaches you how to make data-driven decisions in a structured manner through well-explained and practical examples, which again confirms his exceptional qualities as an instructor."
Econometrics and Statistics for Business in R & Python,2022-09-08 16:23:45+00:00,4,"Yes, it is a good introduction to econometrics"
Data Literacy and Business Analytics for Business Leaders,2022-09-13 08:12:34+00:00,5,Very innovative presentation using pictures.
Econometrics and Statistics for Business in R & Python,2022-09-14 04:08:45+00:00,5,"So far, I'm excited to learn more about Econometrics!"
Forecasting Models and Time Series for Business in Python,2022-09-15 03:40:38+00:00,3.5,"Overall, a solid course to build a basic foundation on different forecasting models. The pacing was good and the code was easy to follow. I would recommend it to anyone interested in this topic, but in my opinion, there could be some improvements.

1) At the end of every section, before the exercise, the models are evaluated on the same data set, while the results vary, they are not great. It would be much more helpful if there was some sort of revision or tweaks made to the model to see how it could be improved rather than just saying ""it looks better"" or ""it is not so great"". For example, the Prophet + XGBoost results were worse than the regular Prophet results, but no explanation or discussion was made about it. Felt incomplete.
2) There is a lot of wasted time opening and copying/pasting the same scripts over and over again for every kind of model."
Data Literacy and Business Analytics for Business Leaders,2022-09-15 13:11:45+00:00,5,I like the Animation
Econometrics and Statistics for Business in R & Python,2022-09-16 07:45:03+00:00,5,A very good foundational course for people who wants to do empirical research
Data Literacy and Business Analytics for Business Leaders,2022-09-16 11:43:48+00:00,4,Very interestingly covered some complex yet important concepts of statistics. well done with the case study solution.
Regression Analysis for Business Managers in Python and R,2022-09-22 09:22:20+00:00,5,"This online course was a great experience for me. It provided usable and practical templates for all the course content, which I found valuable. The course was well focused and explained the main steps effectively. I would definitely recommend this course to anyone who wants to improve their skills and learn in a practical manner."
Data Literacy and Business Analytics for Business Leaders,2022-09-23 17:18:57+00:00,5,Easy to understand and delivered in a way that is very accessible
Forecasting Models and Time Series for Business in Python,2022-09-25 12:59:25+00:00,5,Excelente
Forecasting Models and Time Series for Business in Python,2022-09-27 23:32:42+00:00,3.5,"So far so good, I think maybe some examples like, giving this set of data what holt winters actually does behind the scenes."
Regression Analysis for Business Managers in Python and R,2022-09-30 11:41:31+00:00,5,"Well organized course, Diogo explains very well all the concepts and reply to all the doubts!"
Econometrics and Statistics for Business in R & Python,2022-10-08 07:39:50+00:00,5,good
XGBoost for Business: Machine Learning Course in Python & R,2022-10-09 21:32:29+00:00,5,Excellent course!
Forecasting Models and Time Series for Business in Python,2022-10-11 12:41:51+00:00,5,"A really great course. The content, explanations and application exceeded my expectations. If you were looking for a practical course on using time series focused on forecasting, you've found it. I highly recommend this course."
XGBoost for Business: Machine Learning Course in Python & R,2022-10-12 01:20:45+00:00,4,I am using this for a regression problem so a bit scared this course isnt relevant hence not 5 stars but explanations are good.
Data Literacy and Business Analytics for Business Leaders,2022-10-12 17:19:40+00:00,4.5,"Finished the course, am satisfied, the content was not easy but also not too complex, the instructor explained everything very well. Overall very nice course."
Data Literacy and Business Analytics for Business Leaders,2022-10-13 10:43:01+00:00,4.5,I enjoyed this course!
Forecasting Models and Time Series for Business in Python,2022-10-14 04:06:44+00:00,5,yes
Data Literacy and Business Analytics for Business Leaders,2022-10-14 16:54:47+00:00,5,Great points! It puts it all together and summarizes data literacy well.
Data Literacy and Business Analytics for Business Leaders,2022-10-17 14:54:26+00:00,5,"An insightful course! Kept me engaged throughout. Fantastic learning, thank you so much!"
Data Literacy and Business Analytics for Business Leaders,2022-10-18 21:01:12+00:00,5,Very interactive and the images reinforce the information
Data Literacy and Business Analytics for Business Leaders,2022-10-20 10:14:12+00:00,4.5,YES IT WAS A GOOD MATCH FOR ME
Forecasting Models and Time Series for Business in Python,2022-10-20 20:46:51+00:00,4.5,"Yes it was a good choice for me, someone that didn't ever use Python before. I understand the templates as well and they will be very helpful. I would've liked to learn as well how to do Forecast models for different SKUs (different y variables) with the same code sheet, because many people work on doing many different product forecasts. Also, I would've liked to know if the models work with missing data, with zeros, with some days (eg. sundays) having 0 sales, etc. In general, I liked it very much and learned a lot! Loved how Diogo still answers questions even after a year of the publishing of this course."
Data Literacy and Business Analytics for Business Leaders,2022-10-21 19:04:29+00:00,3.5,Very informative
Data Literacy and Business Analytics for Business Leaders,2022-10-22 10:46:56+00:00,5,thanks
Data Literacy and Business Analytics for Business Leaders,2022-10-25 11:10:38+00:00,5,Engaging
Business Data Analytics & Intelligence with Python,2022-10-25 21:12:47+00:00,5,So niceeeee !!
Business Data Analytics & Intelligence with Python,2022-10-26 11:23:57+00:00,5,"I really love this so far. The most important thing with courses, aside from the content, is the instructor delivering it. Diogo Alves de Resende does a fantastic job. The information is presented in a relaxed yet detailed way that makes it easy to learn. The instructor includes humor at points where you don't expect it. 5/5 for this course from me."
Forecasting Models and Time Series for Business in Python,2022-10-26 11:36:57+00:00,5,"This is one of the best courses on learning various forecasting models in python

Diogo (instructor) is extremely clear in the course content, the templates provided as spot on and most importantly, Diogo is always quick to answer any questions coming from the trainees. 

Thanks so much for this knowledge, kudos to Diogo and the team!"
Business Data Analytics & Intelligence with Python,2022-10-28 01:22:03+00:00,5,The course so far is excellent; I am to follow along with the lessons and the course setup is not complicated. Would recommend to a friend.
Forecasting Models and Time Series for Business in Python,2022-10-28 23:15:31+00:00,5,"I like this guys. Diogo is very organized, thoughtful, and funny. Looking forward to the course.  I wish I have a constructive feedback so far."
Business Data Analytics & Intelligence with Python,2022-11-02 00:13:55+00:00,5,"I believe this will be a good match. I came from Andrei's Complete Python 2022 course, and it looks as though his Data Science and Machine Learning chapters at the end will dovetail nicely with this new course. I firmly believe ZTM has improved in  suggesting courses that are not only integral to my interests but also logical next steps along my learning path."
Econometrics and Statistics for Business in R & Python,2022-11-02 09:30:11+00:00,3,"I like the contents and topics covered in this course. It is very unique from others stat/data science course which focusing more on econometrics model. I also like how the courses was broken-down into many bit-size short videos which we can follow easily step-by-step. 
Perhaps if we can have consistent case study intuition (explanation) and R tutorial example. Using different example for each models make the course contents look more like project / coding showcase instead of a structured course. 
Other things that might be improved would be using train-test/validate approach to compare AUC/ Sensitivity or MAE/MAPE instead of predict everything then compare with everything in original dataset. 
Overall, it is very useful content and it definitely improve my knowledge. Thanks."
Econometrics and Statistics for Business in R & Python,2022-11-02 19:07:15+00:00,4,This is introductory course. The instructor have a good and clear explanation. In my opinion it's a good option for those who never seen this subject before.
Business Data Analytics & Intelligence with Python,2022-11-04 04:17:55+00:00,5,"I took the Python course of Andrei before and, since then, have become a ZTM fan! I have no doubt that under the ZTM every course is as professional and well made as it could be! Although I have to admit that some concepts seem very advanced to me and I have to look for additional explanations on youtube or elsewhere on the internet to better understand them. I have no prior experience in statistics. Ideally, if the course had animated sections with extremely clear visualization of the concepts, it usually work for me to understand abstract concepts better. ( I'm writing this review at the 20% course completion. )"
Business Data Analytics & Intelligence with Python,2022-11-05 00:35:05+00:00,5,"Wonderful, author takes learner through a well carved path. Explained demarcation of Predictive Analytics, step by step approach."
Forecasting Models and Time Series for Business in Python,2022-11-06 16:19:20+00:00,4,"Yes, it is a good course. But, having a bit more info about the python syntax would be very helpful."
Forecasting Models and Time Series for Business in Python,2022-11-07 05:37:26+00:00,5,Very good overview of the forecasting methods. Nice Python coding which you can use as a template for your own dataset. Good structure of the course.
Business Data Analytics & Intelligence with Python,2022-11-08 14:34:59+00:00,4,"Ein guter Kurs mit interessanten Beispielen. Gelegentlich hätte ich mir etwas mehr Informationen zu den wichtigen Parametern in den Modellen gewünscht. Danke für die spontanen Antworten bei Fragen, JvdL"
Econometrics and Statistics for Business in R & Python,2022-11-08 20:47:43+00:00,4.5,"Straight to the point!
The course offers a useful cookbook full of Econometrics in business' recipes. Diogo is clear and passionate in teaching.
Don't expect extensive theoretical explanations, as this is out of the scope of the course."
Business Data Analytics & Intelligence with Python,2022-11-10 09:15:42+00:00,5,Very good
Forecasting Models and Time Series for Business in Python,2022-11-14 05:09:19+00:00,3.5,Just a start let's c further
Forecasting Models and Time Series for Business in Python,2022-11-14 16:44:13+00:00,4,good
Forecasting Models and Time Series for Business in Python,2022-11-18 07:20:29+00:00,5,This course in general was very useful. It helped me gain practical knowledge through extensive practice. Thank you.
Business Data Analytics & Intelligence with Python,2022-11-18 08:37:41+00:00,5,It was a good match for me. Things are clearly explained. Happy with the course
Business Data Analytics & Intelligence with Python,2022-11-21 00:24:59+00:00,5,good
Business Data Analytics & Intelligence with Python,2022-11-21 08:49:38+00:00,5,Its understandable and fun
Forecasting Models and Time Series for Business in Python,2022-11-23 20:38:41+00:00,5,"The most important thing is the person who giving the course. He knows the subject well.
Thank you, Diogo Alves!"
Forecasting Models and Time Series for Business in Python,2022-11-25 09:56:09+00:00,4.5,Good starting course for learning python in forecasting!
Business Data Analytics & Intelligence with Python,2022-11-25 11:18:37+00:00,5,Loved the course
Data Mining for Business Analytics & Data Analysis in Python,2022-11-25 18:40:11+00:00,5,"Thanks, Diogo! I learned a lot and enjoyed the course."
Business Data Analytics & Intelligence with Python,2022-11-25 19:07:18+00:00,5,weell
Business Data Analytics & Intelligence with Python,2022-11-25 20:01:51+00:00,5,Engaging course and enjoying it
Forecasting Models and Time Series for Business in Python,2022-11-26 20:52:27+00:00,5,I find the course and the knowledge gained so far to be incredible. The fundamental concepts are being explained in a simplified manner and the python code is understandable. I look forward to completing the course and having gained expertise in TSA and forecasting in the business environment. Please include one more example in the future either in supply chain - materials or product sales forecasting (within the planning stage )
Data Literacy and Business Analytics for Business Leaders,2022-12-01 12:17:40+00:00,5,Very exciting and fun to learn. Diogo's use of sketches and diagrams to illustrate points was simply amazing and made learning easily understandable.
Business Data Analytics & Intelligence with Python,2022-12-02 19:46:09+00:00,5,"Awesome course!
The sections of Econometrics & Causal Impact, Segmentation, and Predictive Analysis made this course one of its kind, although Statistical Analysis section is good too. Finding that much variety of material in a single course is rare. Diogo is an excellent instructor; definitely looking for his other courses."
Data Literacy and Business Analytics for Business Leaders,2022-12-03 19:50:38+00:00,5,good
Forecasting Models and Time Series for Business in Python,2022-12-05 14:07:31+00:00,4,"An excellent course, Diogo is a wonderful teacher, very proactive in giving you answers when you need them, and very concise and precise when explaining.
A point to consider to improve the final results is, that the course should give you the tools to forecast your future data, cause it finishes when you pick the best one based on the assessment sample and the next step is to use that best fit to forecast your future dates,"
Business Data Analytics & Intelligence with Python,2022-12-08 13:01:56+00:00,4,"I think its perfectly adequate full-course ranging between beginners 
 to upper intermediate level. I would refer to go for this course if you're a beginner or wants to brush-up your concepts with some good case practice."
XGBoost for Business: Machine Learning Course in Python & R,2022-12-10 19:23:20+00:00,3.5,"I'm not liking this class as much as the instructor's Time Series For Business course, which was excellent.  Some things from the other course I liked:  the theory lectures were interleaved with the practice;  the lectures went into more detail about the parameters., which worked because it's given right before the material was used in the practice; lecture notes were available in pdf, which is helpful for taking notes, and studying."
Data Mining for Business Analytics & Data Analysis in Python,2022-12-11 15:00:02+00:00,5,I really enjoyed this course. Diogo has a speciality in presenting the difficult topics in an easy to understand manner. This course is absolutely a valuable addition to my learning list.
Econometrics and Statistics for Business in R & Python,2022-12-14 18:31:59+00:00,5,Clear and engaging
Forecasting Models and Time Series for Business in Python,2022-12-18 17:32:49+00:00,5,What an exciting and valuable course!
Econometrics and Statistics for Business in R & Python,2022-12-19 16:46:37+00:00,5,Amazing stuff!!
Data Mining for Business Analytics & Data Analysis in Python,2022-12-19 19:20:30+00:00,5,"This is excellent course, well organized and delivered. Complex topics are broken down and clearly explained. Not only the course guided me through the data mining models, but it also helped me to get a clear understanding of the potential use cases, pros and cons of each model and underlaying statistical concepts. Thank you very much!"
Business Data Analytics & Intelligence with Python,2022-12-20 18:53:27+00:00,5,"Muy claro, entretenido y atrapante. Buena explicación y tiene muchos ejercicios para hacer a la par."
Data Literacy and Business Analytics for Business Leaders,2022-12-22 16:46:53+00:00,5,The information is very useful and well presented to me. I did come away from the training with learning about data literacy and what to pay attention to while interpreting the data.
Data Literacy and Business Analytics for Business Leaders,2022-12-23 17:49:48+00:00,2.5,The use of expletives in the lectures came across as unprofessional.
Data Literacy and Business Analytics for Business Leaders,2022-12-29 03:11:52+00:00,5,"The instructor lucidly explained the basic concept with relevant examples and exercises. This course is fulfilling my expectations, and looking forward to enrolling in courses by the same instructor"
Forecasting Models and Time Series for Business in Python,2022-12-29 08:36:36+00:00,5,"The lecturer is very experienced and shared detailed coding in Python, and also the presentation is very clear and well prepared."
Forecasting Models and Time Series for Business in Python,2022-12-29 11:19:02+00:00,5,I am finding the course very interesting
Data Literacy and Business Analytics for Business Leaders,2023-01-03 20:56:35+00:00,4,It's a good match. I'm looking to brush-up on some of the concepts I learned in school.
Data Literacy and Business Analytics for Business Leaders,2023-01-04 23:32:45+00:00,5,"This is excellent course helping to build a good foundation understanding data, communicating and storytelling with data! There are options to practice and implement the concepts analyzing real life analytical challenges. Thank you very much!"
Business Data Analytics & Intelligence with Python,2023-01-05 04:48:37+00:00,5,Amazing! Exceptional value and presentation
Forecasting Models and Time Series for Business in Python,2023-01-05 18:56:50+00:00,5,"This is a really great course. Each concept is properly explained, there are good examples and learning opportunities. You can clearly see Diogo is very knowledgeable and passionate about the subject. This is why this course is very interesting and engaging. Thank you very much!"
Business Data Analytics & Intelligence with Python,2023-01-06 02:54:23+00:00,5,Loving it.
XGBoost for Business: Machine Learning Course in Python & R,2023-01-06 05:31:08+00:00,4,"Need more in-depth theoretical explanations about what each hyperparameter does, and enhance with an animations or visuals."
Business Data Analytics & Intelligence with Python,2023-01-10 22:47:43+00:00,5,so far - enjoyed the step by step of getting set up. excited to start this course and to learn more throughout.
Business Data Analytics & Intelligence with Python,2023-01-12 23:15:40+00:00,5,friendly for beginners to start !
Business Data Analytics & Intelligence with Python,2023-01-15 21:19:01+00:00,5,Clear presentation and good speed for me
Forecasting Models and Time Series for Business in Python,2023-01-16 14:49:55+00:00,5,Diogo seems to be really hyped about teaching this course; you can see the effort he puts in the materials and videos. Great didactic and methodologies. Supimpa.
Forecasting Models and Time Series for Business in Python,2023-01-20 02:18:34+00:00,5,Very good Course. I think adding a section on Neural Prophet and Hyper Parameter tuning of the model using Bayesian optimization would be good addition to the course.
Data Literacy and Business Analytics for Business Leaders,2023-01-20 08:26:36+00:00,4,good
Forecasting Models and Time Series for Business in Python,2023-01-28 06:58:19+00:00,4.5,good
Econometrics and Statistics for Business in R & Python,2023-01-30 17:46:55+00:00,3,Very beginner level content
